"('mid',)","('averageRating',)","('numVotes',)"
tt0515657,8.7,107
tt0515658,8.5,104
tt0515662,8.0,108
tt0515669,8.3,106
tt0515682,8.1,101
tt0515688,8.2,103
tt0515690,8.1,121
tt0516463,8.0,123
tt0516772,7.5,3359
tt0516773,8.6,3294
tt0516774,7.9,3762
tt0516775,7.7,3678
tt0516776,8.1,3817
tt0516777,8.5,3448
tt0516778,7.8,3511
tt0516779,8.0,3398
tt0516780,9.3,4266
tt0516782,8.6,3453
tt0516783,9.5,4964
tt0516802,7.9,292
tt0516803,7.6,236
tt0516804,7.8,298
tt0516805,8.5,338
tt0516806,8.1,188
tt0516808,7.2,161
tt0516810,8.0,120
tt0516813,7.3,122
tt0516814,7.7,316
tt0516819,8.3,272
tt0516821,7.3,102
tt0516822,7.1,110
tt0516824,8.1,330
tt0516826,7.1,109
tt0516827,7.1,105
tt0516829,8.3,261
tt0516830,7.9,286
tt0516832,7.6,109
tt0516835,8.0,109
tt0516836,7.9,295
tt0516837,7.8,307
tt0516839,7.6,149
tt0516840,7.5,154
tt0516841,7.8,316
tt0516842,7.9,169
tt0516843,7.1,158
tt0516845,6.4,153
tt0516846,4.6,162
tt0516847,8.2,260
tt0516849,8.0,247
tt0516852,7.8,102
tt0516853,5.9,170
tt0516855,7.1,165
tt0516857,7.3,151
tt0516858,7.7,102
tt0516859,8.1,213
tt0516860,8.0,156
tt0516863,7.6,290
tt0516865,6.3,115
tt0516866,7.8,242
tt0516867,7.5,146
tt0516868,8.4,290
tt0516869,7.1,137
tt0516870,8.0,275
tt0516872,7.2,152
tt0516875,7.0,154
tt0516877,7.3,121
tt0516878,7.7,284
tt0516879,7.1,145
tt0516880,8.1,312
tt0516881,7.5,250
tt0516884,7.0,266
tt0516886,7.3,246
tt0516887,7.6,259
tt0516888,7.0,160
tt0516890,7.9,149
tt0516891,7.3,151
tt0516892,7.4,146
tt0516893,7.8,149
tt0516895,7.2,253
tt0516897,7.9,261
tt0516898,7.3,152
tt0516899,8.5,408
tt0516900,7.7,249
tt0516902,6.1,125
tt0516904,7.7,285
tt0516905,7.9,281
tt0516907,7.5,109
tt0516908,8.1,297
tt0516912,7.9,347
tt0516913,7.5,274
tt0516914,8.4,329
tt0516915,8.6,342
tt0516916,8.2,179
tt0516917,8.3,326
tt0516919,7.6,265
tt0516920,8.0,291
tt0516921,7.5,110
tt0516923,8.1,171
tt0516924,8.1,315
tt0516925,7.9,101
tt0516927,8.0,248
tt0516930,6.7,146
tt0516932,7.3,246
tt0516933,6.5,103
tt0516935,8.4,357
tt0516936,7.5,246
tt0516937,8.1,432
tt0516939,7.6,103
tt0516942,7.7,281
tt0516945,7.4,233
tt0516946,7.0,149
tt0516947,6.4,141
tt0516948,8.5,363
tt0516952,7.5,265
tt0516953,7.0,105
tt0516954,7.6,239
tt0516955,7.5,136
tt0516956,8.4,258
tt0516957,6.4,161
tt0516958,7.9,169
tt0516959,7.9,242
tt0516960,7.1,150
tt0517244,6.9,165
tt0517615,7.4,527
tt0517616,7.2,583
tt0517617,7.0,559
tt0517618,7.8,591
tt0517619,7.2,572
tt0517620,7.2,391
tt0517621,7.7,519
tt0517622,7.9,639
tt0517623,8.0,637
tt0517624,7.7,588
tt0517625,7.5,574
tt0517626,8.5,422
tt0517627,7.8,607
tt0517628,8.4,595
tt0517629,7.9,738
tt0517630,7.8,510
tt0517631,8.5,725
tt0517632,7.1,712
tt0517633,8.9,535
tt0517634,7.0,774
tt0517635,7.2,644
tt0517636,7.9,556
tt0517637,8.6,715
tt0517638,8.1,663
tt0517639,8.0,589
tt0517640,7.4,452
tt0517641,7.4,557
tt0517642,8.0,388
tt0517643,7.9,503
tt0517644,7.6,682
tt0517645,8.2,596
tt0517646,8.2,564
tt0517647,9.3,659
tt0517648,7.9,490
tt0517649,6.8,530
tt0517650,7.2,629
tt0517651,8.5,535
tt0517652,7.3,630
tt0517653,6.6,629
tt0517654,6.6,556
tt0517655,7.4,559
tt0517656,7.3,390
tt0517657,9.0,682
tt0517658,6.4,736
tt0517659,8.7,598
tt0517660,8.5,560
tt0517661,9.0,599
tt0517662,7.2,551
tt0517663,7.0,407
tt0517664,7.1,588
tt0517665,7.6,467
tt0517666,8.4,601
tt0517667,7.4,379
tt0517668,8.7,625
tt0517669,7.2,916
tt0517670,7.7,756
tt0517671,8.2,483
tt0517672,8.6,437
tt0517673,7.2,434
tt0517674,9.0,558
tt0517675,8.0,425
tt0517676,8.1,411
tt0517677,8.3,669
tt0517678,7.0,384
tt0517679,9.1,691
tt0517680,7.7,623
tt0517681,7.4,476
tt0517682,7.8,602
tt0517683,8.6,518
tt0517684,8.0,476
tt0517685,6.5,396
tt0517686,9.6,1007
tt0517687,8.6,560
tt0517688,8.4,583
tt0517689,7.5,554
tt0517690,8.3,722
tt0517691,9.2,820
tt0517692,6.8,842
tt0517693,7.3,591
tt0517694,6.8,408
tt0517695,6.8,629
tt0517696,5.8,674
tt0517697,9.2,798
tt0517698,7.6,425
tt0517699,7.8,642
tt0517700,7.6,471
tt0517701,8.6,527
tt0517702,8.9,470
tt0517703,9.1,704
tt0517704,7.8,628
tt0517705,8.2,549
tt0517706,7.7,530
tt0517707,6.8,581
tt0517708,9.0,594
tt0517709,9.2,721
tt0517710,7.4,409
tt0517711,7.4,736
tt0517712,7.3,616
tt0517713,7.4,385
tt0517714,8.4,531
tt0517715,7.8,459
tt0517716,6.8,691
tt0517717,8.0,401
tt0517718,7.3,551
tt0517719,7.9,567
tt0517720,7.2,556
tt0517721,9.2,731
tt0517722,9.4,759
tt0517723,8.2,551
tt0517724,9.4,797
tt0517897,9.2,170
tt0518358,7.3,155
tt0518359,7.8,130
tt0518360,7.9,127
tt0518361,7.6,134
tt0518362,7.5,200
tt0518363,7.5,164
tt0518364,7.6,134
tt0518365,7.4,117
tt0518366,7.5,173
tt0518367,7.2,123
tt0518368,7.4,155
tt0518369,7.6,132
tt0518370,7.7,143
tt0518371,7.3,136
tt0518372,7.5,117
tt0518373,7.6,152
tt0518910,7.8,112
tt0518974,7.8,116
tt0518994,7.6,104
tt0519002,7.5,117
tt0519009,8.1,104
tt0519018,8.3,112
tt0519020,7.7,114
tt0519022,8.7,149
tt0519028,7.9,144
tt0519032,8.0,113
tt0519037,7.5,118
tt0519041,7.9,119
tt0519043,9.3,256
tt0519044,8.0,108
tt0519051,8.0,105
tt0519057,9.5,149
tt0519062,8.9,119
tt0519070,7.5,121
tt0519080,8.2,102
tt0519085,7.0,163
tt0519091,7.6,118
tt0519092,7.5,128
tt0519111,7.7,124
tt0519119,8.1,116
tt0519121,8.4,132
tt0519126,8.1,103
tt0519153,8.0,115
tt0519155,8.7,128
tt0519159,8.3,103
tt0519393,8.1,463
tt0519394,8.2,362
tt0519395,8.0,381
tt0519396,7.4,355
tt0519397,8.2,463
tt0519398,8.1,385
tt0519399,7.4,330
tt0519400,7.5,347
tt0519401,7.8,520
tt0519402,7.8,399
tt0519403,7.7,339
tt0519404,7.9,507
tt0519405,7.9,464
tt0519406,7.9,476
tt0519407,8.3,391
tt0519408,7.9,375
tt0519409,7.2,511
tt0519410,7.3,503
tt0519411,7.9,403
tt0519412,7.9,402
tt0519413,8.1,351
tt0519414,7.1,398
tt0519415,7.5,373
tt0519416,6.6,356
tt0519417,7.9,413
tt0519418,8.5,561
tt0519419,7.6,382
tt0519420,7.6,411
tt0519421,8.5,452
tt0519422,7.5,350
tt0519423,7.6,358
tt0519424,7.1,385
tt0519425,8.4,683
tt0519426,8.3,636
tt0519427,7.7,379
tt0519428,8.1,497
tt0519429,8.5,859
tt0519430,7.7,336
tt0519431,7.9,460
tt0519432,8.2,1210
tt0519433,7.1,383
tt0519434,8.6,420
tt0519435,8.7,420
tt0519436,7.7,325
tt0519437,7.9,336
tt0519438,7.9,385
tt0519439,7.7,373
tt0519440,7.5,473
tt0519441,8.1,348
tt0519442,7.4,347
tt0519443,7.8,347
tt0519444,7.8,361
tt0519445,7.0,410
tt0519446,7.1,240
tt0519447,8.2,347
tt0519448,7.6,396
tt0519449,7.2,245
tt0519450,8.1,309
tt0519451,7.3,281
tt0519452,8.2,261
tt0519453,7.6,477
tt0519454,7.5,309
tt0519455,7.6,322
tt0519456,7.3,379
tt0519457,7.3,245
tt0519458,8.1,316
tt0519459,7.7,247
tt0519460,8.1,394
tt0519461,8.0,260
tt0519462,7.2,265
tt0519463,7.2,246
tt0519464,7.3,276
tt0519465,7.8,335
tt0519466,7.6,265
tt0519467,7.9,282
tt0519468,8.0,296
tt0519469,7.5,519
tt0519470,7.7,311
tt0519471,8.1,249
tt0519472,7.6,333
tt0519473,7.7,274
tt0519474,7.7,375
tt0519475,7.8,767
tt0519476,8.1,288
tt0519477,7.8,398
tt0519478,7.9,306
tt0519479,7.2,245
tt0519480,8.0,239
tt0519481,7.6,258
tt0519482,7.5,469
tt0519483,7.3,258
tt0519484,7.7,254
tt0519485,7.1,261
tt0519486,6.6,232
tt0519487,7.7,300
tt0519488,7.2,256
tt0519489,7.5,264
tt0519490,7.1,243
tt0519491,6.0,302
tt0519492,7.6,336
tt0519493,7.7,241
tt0519494,7.4,236
tt0519495,7.0,230
tt0519496,7.5,238
tt0519497,7.9,261
tt0519498,7.3,443
tt0519499,7.5,261
tt0519500,8.5,308
tt0519501,6.9,315
tt0519502,7.6,627
tt0519503,7.6,308
tt0519504,8.5,324
tt0519505,8.2,270
tt0519506,7.7,248
tt0519507,7.2,258
tt0519508,7.1,246
tt0519509,7.9,358
tt0519510,8.0,304
tt0519511,8.2,268
tt0519512,7.6,264
tt0519513,7.2,276
tt0519514,7.3,282
tt0519515,7.4,237
tt0519516,7.6,332
tt0519517,7.4,282
tt0519518,7.6,298
tt0519519,7.5,241
tt0519520,6.9,242
tt0519521,7.4,243
tt0519522,7.1,239
tt0519523,7.4,243
tt0519524,7.4,233
tt0519525,7.4,237
tt0519526,7.6,294
tt0519527,7.6,258
tt0519528,7.3,236
tt0519529,7.8,404
tt0519530,7.7,495
tt0519531,7.6,326
tt0519532,7.9,240
tt0519533,7.3,236
tt0519534,8.0,254
tt0519535,8.1,252
tt0519536,7.4,256
tt0519537,7.2,249
tt0519538,7.4,236
tt0519539,7.3,298
tt0519540,7.1,244
tt0519541,7.3,254
tt0519542,8.1,257
tt0519543,7.8,353
tt0519544,7.8,256
tt0519545,7.5,496
tt0519546,7.6,320
tt0519547,8.2,419
tt0519548,7.0,249
tt0519549,7.7,323
tt0519550,7.6,340
tt0519551,7.7,259
tt0519552,7.7,315
tt0519553,6.9,245
tt0519554,7.4,390
tt0519555,7.6,244
tt0519556,7.6,265
tt0519557,8.1,296
tt0519558,8.1,261
tt0519559,7.8,415
tt0519560,7.5,283
tt0519561,6.9,306
tt0519562,7.7,389
tt0519563,7.7,342
tt0519564,7.0,419
tt0519565,8.1,1185
tt0519566,9.2,2195
tt0519567,7.6,1611
tt0519568,7.5,1113
tt0519569,7.8,1240
tt0519570,8.1,1214
tt0519571,7.7,1101
tt0519572,7.6,1810
tt0519573,8.9,1949
tt0519574,7.7,1249
tt0519575,7.4,1153
tt0519576,7.3,1311
tt0519577,7.8,1106
tt0519578,7.9,2094
tt0519579,7.9,1253
tt0519580,8.1,1183
tt0519581,8.3,1509
tt0519582,7.4,1491
tt0519583,7.7,1484
tt0519584,8.4,2025
tt0519585,8.6,2014
tt0519586,7.1,1172
tt0519587,8.6,1292
tt0519588,8.6,1457
tt0519589,8.5,1257
tt0519590,9.0,2830
tt0519591,7.9,1322
tt0519592,8.0,1327
tt0519593,8.1,1276
tt0519594,8.3,1213
tt0519595,8.4,1488
tt0519596,6.6,1653
tt0519597,8.3,1459
tt0519598,7.6,1866
tt0519599,8.5,2061
tt0519600,7.5,1117
tt0519601,8.0,1581
tt0519602,7.5,1093
tt0519603,6.8,1269
tt0519604,8.1,1278
tt0519605,7.6,1381
tt0519606,8.0,2117
tt0519607,7.7,1221
tt0519608,7.7,2642
tt0519609,7.6,1784
tt0519610,7.6,1156
tt0519611,8.9,1851
tt0519612,8.0,2094
tt0519613,6.7,1452
tt0519614,8.4,1309
tt0519615,8.0,1165
tt0519616,8.7,1525
tt0519617,8.5,1451
tt0519618,8.5,1510
tt0519619,7.7,1380
tt0519620,8.3,1312
tt0519621,8.3,1287
tt0519622,7.5,1142
tt0519623,7.9,1162
tt0519624,7.4,1274
tt0519625,7.6,1450
tt0519626,7.8,2201
tt0519627,7.7,1808
tt0519628,7.8,1580
tt0519629,8.3,1294
tt0519630,8.3,1264
tt0519631,7.3,1667
tt0519632,8.2,1399
tt0519633,7.8,1917
tt0519634,8.5,1520
tt0519635,7.2,1050
tt0519636,8.7,1519
tt0519637,7.6,1198
tt0519638,8.2,1479
tt0519639,6.9,1097
tt0519640,6.8,1639
tt0519641,7.3,1132
tt0519642,7.5,1084
tt0519643,9.0,1629
tt0519644,9.1,3013
tt0519645,9.0,2883
tt0519646,7.0,1334
tt0519647,7.6,1478
tt0519648,7.8,1279
tt0519649,7.9,1255
tt0519650,7.5,140
tt0519651,7.8,150
tt0519652,7.7,145
tt0519653,7.4,171
tt0519654,7.3,135
tt0519655,7.0,237
tt0519656,8.2,188
tt0519657,7.2,149
tt0519658,7.3,139
tt0519659,7.2,128
tt0519660,7.7,147
tt0519661,7.8,146
tt0519662,7.9,147
tt0519663,8.4,150
tt0519664,7.1,141
tt0519665,6.9,173
tt0519666,7.4,138
tt0519667,7.7,142
tt0519668,7.9,164
tt0519669,8.2,161
tt0519670,7.1,144
tt0519671,7.4,309
tt0519672,7.4,203
tt0519673,7.0,171
tt0519674,7.2,172
tt0519675,7.2,138
tt0519676,7.7,208
tt0519677,7.5,161
tt0519678,8.0,179
tt0519679,7.4,128
tt0519680,7.2,208
tt0519681,7.8,178
tt0519682,7.3,169
tt0519683,7.4,228
tt0519685,6.8,509
tt0519686,7.9,604
tt0519687,7.6,519
tt0519688,7.4,603
tt0519689,5.7,535
tt0519690,7.0,524
tt0519691,8.1,601
tt0519692,7.7,571
tt0519693,8.4,659
tt0519694,7.6,698
tt0519695,8.1,655
tt0519696,8.6,828
tt0519697,8.5,730
tt0519698,6.9,530
tt0519699,9.4,924
tt0519700,7.3,543
tt0519701,8.2,666
tt0519702,8.8,705
tt0519703,9.2,850
tt0519704,7.8,634
tt0519705,6.9,538
tt0519706,6.9,551
tt0519707,7.0,520
tt0519709,7.6,596
tt0519740,7.4,320
tt0519741,6.9,327
tt0519742,6.9,329
tt0519743,7.0,344
tt0519744,7.2,376
tt0519745,7.1,354
tt0519746,7.4,400
tt0519747,7.5,377
tt0519748,7.1,311
tt0519749,7.6,570
tt0519750,6.7,297
tt0519751,7.7,334
tt0519752,7.9,355
tt0519753,7.9,352
tt0519754,6.9,352
tt0519755,6.8,388
tt0519756,6.4,313
tt0519757,7.2,320
tt0519758,7.6,341
tt0519759,6.4,329
tt0519760,7.6,332
tt0519761,8.5,2963
tt0519762,7.8,2107
tt0519763,7.6,2174
tt0519764,6.5,1915
tt0519765,7.6,1844
tt0519766,8.4,1848
tt0519767,7.5,1669
tt0519768,7.7,1812
tt0519769,8.0,1963
tt0519770,8.2,1743
tt0519771,7.9,1740
tt0519772,8.0,1725
tt0519773,8.3,1778
tt0519774,8.3,1894
tt0519775,8.8,2043
tt0519776,8.1,1653
tt0519777,8.7,1896
tt0519778,7.6,1987
tt0519779,9.0,2200
tt0519780,8.0,1720
tt0519781,8.8,1920
tt0519782,8.9,1996
tt0519783,7.1,1712
tt0519784,7.4,1835
tt0519785,8.2,1830
tt0519786,7.8,1961
tt0519787,7.7,1664
tt0519788,7.7,1732
tt0519789,8.4,1978
tt0519790,7.6,1933
tt0519791,7.9,1784
tt0519792,7.7,2253
tt0519793,8.2,2159
tt0520322,7.0,121
tt0520490,9.3,108
tt0520515,8.0,194
tt0520520,7.9,102
tt0520525,7.5,110
tt0520541,7.4,139
tt0520542,8.5,235
tt0520543,7.6,118
tt0520544,8.0,120
tt0520545,7.8,114
tt0520546,7.9,145
tt0520547,7.5,124
tt0520548,7.5,124
tt0520549,7.7,115
tt0520562,7.8,107
tt0520572,7.6,109
tt0520576,8.3,105
tt0520583,7.8,110
tt0520585,7.6,141
tt0520601,7.8,113
tt0520608,7.6,112
tt0520615,8.4,111
tt0520624,7.5,158
tt0520633,7.4,118
tt0520642,8.3,177
tt0520645,7.4,124
tt0520647,7.5,112
tt0521657,7.4,116
tt0521899,7.1,106
tt0522430,7.6,117
tt0522440,7.6,107
tt0522472,7.5,110
tt0522476,7.9,137
tt0522490,7.9,112
tt0522497,7.9,149
tt0522502,8.4,101
tt0522505,8.1,127
tt0522509,8.0,104
tt0522516,7.6,117
tt0522517,7.9,101
tt0522518,8.2,108
tt0522521,8.0,109
tt0522526,7.8,134
tt0522533,8.6,104
tt0522544,7.9,151
tt0522550,7.4,125
tt0522554,7.6,119
tt0522571,7.9,106
tt0522598,8.3,255
tt0522599,8.3,102
tt0522600,8.6,116
tt0522615,8.4,112
tt0522621,8.5,147
tt0522624,8.0,110
tt0522628,8.1,131
tt0522665,7.9,115
tt0522680,7.9,137
tt0522717,6.8,130
tt0522718,6.5,186
tt0522720,7.0,236
tt0522721,6.2,101
tt0522722,7.3,162
tt0522723,6.4,137
tt0522724,6.7,167
tt0522726,6.6,124
tt0522727,6.8,163
tt0522728,7.4,201
tt0522729,6.6,133
tt0522730,7.0,140
tt0522734,6.3,105
tt0522737,6.9,118
tt0522738,6.8,203
tt0522739,6.8,141
tt0522741,6.4,102
tt0522742,6.6,236
tt0522743,6.0,250
tt0522745,7.2,249
tt0522746,6.4,174
tt0522748,7.1,156
tt0522749,7.0,218
tt0522751,7.0,109
tt0522752,6.5,140
tt0522755,6.5,105
tt0522757,6.7,110
tt0522758,7.3,220
tt0522759,6.4,167
tt0522760,6.8,172
tt0522761,7.1,143
tt0522763,6.7,124
tt0522764,6.7,184
tt0522768,6.3,111
tt0522769,7.2,163
tt0522770,7.5,189
tt0522772,6.7,112
tt0522774,6.5,135
tt0522775,6.4,142
tt0522777,7.2,153
tt0522780,7.0,161
tt0522782,6.8,139
tt0522786,6.6,112
tt0522787,6.6,202
tt0522788,6.6,145
tt0522789,6.8,113
tt0522790,6.0,244
tt0522792,6.6,149
tt0522794,6.6,298
tt0522795,6.5,178
tt0522796,6.7,111
tt0522798,6.2,115
tt0522799,6.8,231
tt0522803,6.4,195
tt0522804,6.4,114
tt0522805,6.5,103
tt0522806,6.2,107
tt0522807,5.8,115
tt0522812,6.6,118
tt0522815,6.5,143
tt0522816,6.9,120
tt0522817,7.1,215
tt0522818,6.1,129
tt0522819,7.3,139
tt0522820,6.5,133
tt0522821,6.5,101
tt0522822,7.4,139
tt0522824,6.9,254
tt0522825,6.5,150
tt0522826,7.3,229
tt0522827,6.7,114
tt0522828,6.4,158
tt0522829,6.7,132
tt0522841,7.0,129
tt0522842,7.1,122
tt0522843,7.4,278
tt0522844,6.9,222
tt0522845,6.1,188
tt0522850,6.7,212
tt0522851,6.4,109
tt0522853,6.8,127
tt0522854,6.9,123
tt0522858,7.2,127
tt0522860,6.7,112
tt0522861,6.3,108
tt0522863,6.9,182
tt0522864,7.1,181
tt0522865,6.7,152
tt0522866,6.8,174
tt0522868,6.6,142
tt0522869,7.1,158
tt0522870,6.6,107
tt0522871,6.9,204
tt0522873,6.4,108
tt0522874,6.4,197
tt0522876,6.9,142
tt0522877,6.5,108
tt0522878,6.4,234
tt0522879,8.0,201
tt0522880,6.6,253
tt0522881,6.7,132
tt0522882,6.9,125
tt0522883,7.3,125
tt0522884,6.8,149
tt0522885,6.8,188
tt0522886,7.2,268
tt0522887,6.9,152
tt0522889,6.5,192
tt0522892,7.0,150
tt0522893,6.8,136
tt0522894,7.0,130
tt0522895,6.6,104
tt0522896,6.0,103
tt0522897,7.0,163
tt0522899,6.3,110
tt0522902,6.8,119
tt0522903,6.5,105
tt0522904,6.8,141
tt0522905,6.7,153
tt0522907,6.9,134
tt0522908,6.8,155
tt0522909,6.7,167
tt0522910,6.9,165
tt0522914,7.4,288
tt0522915,6.4,104
tt0522916,6.6,113
tt0522917,6.8,148
tt0522918,7.0,170
tt0522919,6.4,131
tt0522920,7.4,119
tt0522922,7.5,257
tt0522924,6.2,203
tt0522925,6.2,116
tt0522926,6.2,217
tt0522928,6.9,120
tt0522930,6.7,144
tt0522931,6.5,101
tt0522932,6.9,211
tt0522934,6.9,121
tt0522936,7.0,153
tt0522938,6.2,250
tt0522939,6.8,165
tt0522941,7.2,156
tt0522942,6.6,142
tt0522947,6.9,276
tt0522950,6.7,164
tt0522951,7.2,267
tt0522953,6.6,142
tt0522954,6.9,338
tt0522955,6.4,154
tt0522956,6.2,137
tt0522958,6.9,147
tt0522962,6.1,111
tt0522963,7.2,235
tt0522964,6.5,204
tt0522967,6.5,189
tt0522968,5.3,138
tt0522971,6.6,166
tt0522972,6.9,172
tt0522976,6.5,135
tt0522977,6.9,127
tt0522978,7.2,189
tt0522981,6.7,163
tt0522983,6.6,137
tt0522984,6.9,109
tt0522985,7.0,148
tt0522986,7.4,217
tt0522987,6.7,126
tt0522989,6.8,129
tt0522990,7.2,138
tt0522991,6.9,109
tt0522992,6.4,132
tt0522994,7.3,189
tt0522995,7.0,134
tt0522997,6.8,131
tt0522998,6.4,163
tt0522999,7.0,192
tt0523000,6.4,137
tt0523001,6.8,112
tt0523004,6.5,118
tt0523006,6.9,101
tt0523007,6.5,110
tt0523031,7.1,301
tt0523032,7.0,299
tt0523033,7.3,254
tt0523034,7.1,224
tt0523035,8.3,325
tt0523036,7.3,282
tt0523037,4.3,200
tt0523038,6.3,308
tt0523039,8.2,270
tt0523040,7.8,314
tt0523041,7.1,223
tt0523042,8.7,272
tt0523043,7.6,287
tt0523044,7.7,294
tt0523045,8.4,401
tt0523046,5.9,389
tt0523047,8.8,335
tt0523048,7.3,276
tt0523049,4.9,198
tt0523050,8.5,319
tt0523051,8.8,266
tt0523052,7.1,234
tt0523053,7.9,353
tt0523054,8.7,320
tt0523055,8.5,260
tt0523056,8.4,281
tt0523057,7.4,255
tt0523058,8.4,281
tt0523059,8.2,456
tt0523060,7.0,229
tt0523061,7.6,252
tt0523062,7.0,315
tt0523063,8.9,320
tt0523064,8.7,277
tt0523065,7.1,274
tt0523066,6.7,320
tt0523067,8.4,286
tt0523068,7.6,281
tt0523069,7.0,227
tt0523070,7.9,244
tt0523071,7.5,276
tt0523072,4.2,198
tt0523073,7.1,273
tt0523074,7.0,234
tt0523075,6.9,223
tt0523076,8.7,283
tt0523077,8.8,308
tt0523078,6.8,339
tt0523079,8.9,304
tt0523080,8.8,267
tt0523081,8.4,346
tt0523082,8.5,303
tt0523083,7.4,304
tt0523084,8.3,329
tt0523085,8.0,275
tt0523086,7.8,356
tt0523087,8.5,355
tt0523088,5.2,204
tt0523089,5.3,201
tt0523090,8.4,319
tt0523091,7.4,274
tt0523092,7.1,233
tt0523093,7.4,404
tt0523094,7.9,261
tt0523095,7.0,279
tt0523096,7.6,243
tt0523097,7.1,226
tt0523098,7.2,222
tt0523099,7.5,278
tt0523100,8.7,265
tt0523101,8.8,273
tt0523102,7.5,258
tt0523103,7.9,265
tt0523104,8.6,241
tt0523105,8.3,267
tt0523106,8.4,605
tt0523107,8.9,302
tt0523108,7.3,241
tt0523109,8.5,303
tt0523110,7.9,291
tt0523111,7.6,272
tt0523112,7.5,430
tt0523113,7.5,345
tt0523114,7.4,342
tt0523115,8.8,257
tt0523116,8.7,253
tt0523117,8.5,298
tt0523118,8.5,352
tt0523119,8.4,295
tt0523120,4.4,197
tt0523121,8.5,358
tt0523122,8.2,403
tt0523123,8.6,263
tt0523124,7.3,349
tt0523125,7.8,280
tt0523126,7.5,240
tt0523127,7.5,258
tt0523128,7.4,279
tt0523129,7.6,244
tt0523130,5.4,202
tt0523131,7.4,271
tt0523132,8.6,265
tt0523133,6.9,209
tt0523134,7.1,230
tt0523135,4.7,197
tt0523136,8.4,435
tt0523137,8.6,251
tt0523138,6.7,307
tt0523139,8.6,292
tt0523140,8.3,274
tt0523141,6.9,311
tt0523142,8.9,278
tt0523143,6.3,200
tt0523144,6.5,300
tt0523145,8.4,259
tt0523146,8.3,250
tt0523147,8.0,286
tt0523148,8.9,385
tt0523149,8.4,267
tt0523150,8.7,260
tt0523151,6.8,278
tt0523152,7.7,307
tt0523153,7.3,287
tt0523154,7.4,245
tt0523155,4.4,206
tt0523156,8.0,266
tt0523157,6.8,291
tt0523158,7.8,327
tt0523159,7.7,245
tt0523160,6.7,316
tt0523161,7.2,353
tt0523162,7.2,299
tt0523163,7.9,249
tt0523164,7.9,272
tt0523165,8.3,268
tt0523166,6.4,201
tt0523167,6.6,340
tt0523168,4.5,211
tt0523169,8.6,253
tt0523170,8.8,273
tt0523171,6.6,203
tt0523172,7.5,274
tt0523173,8.6,350
tt0523174,5.9,352
tt0523175,7.1,258
tt0523176,7.8,246
tt0523177,6.6,200
tt0523178,4.2,230
tt0523179,8.0,252
tt0523180,7.4,275
tt0523181,6.3,220
tt0523182,7.3,258
tt0523183,8.6,274
tt0523184,6.3,201
tt0523185,5.0,198
tt0523186,4.9,216
tt0523187,7.6,250
tt0523188,8.6,250
tt0523189,6.3,305
tt0523190,8.5,243
tt0523191,8.0,262
tt0523192,7.8,250
tt0523193,6.1,197
tt0523194,5.1,202
tt0523195,5.0,196
tt0523196,4.6,204
tt0523197,8.2,262
tt0523198,7.7,244
tt0523199,8.0,253
tt0523200,8.8,268
tt0523201,8.1,243
tt0523202,8.3,267
tt0523203,8.4,254
tt0523204,7.2,237
tt0523205,7.1,255
tt0523206,7.1,257
tt0523207,8.7,268
tt0523208,8.4,255
tt0523209,7.1,240
tt0523210,8.6,244
tt0523211,7.5,251
tt0523212,6.5,218
tt0523213,7.8,245
tt0523214,7.7,255
tt0523215,7.7,239
tt0523216,7.8,239
tt0523217,8.5,367
tt0523218,8.0,241
tt0523219,8.0,272
tt0523220,8.9,332
tt0523221,7.2,252
tt0523222,6.5,202
tt0523223,7.1,300
tt0523224,4.6,205
tt0523225,7.4,249
tt0523226,8.5,280
tt0523227,5.3,212
tt0523228,8.7,245
tt0523229,8.5,285
tt0523230,8.8,315
tt0523231,8.8,279
tt0523232,7.6,243
tt0523233,8.4,323
tt0523234,6.6,320
tt0523235,7.4,259
tt0523236,7.5,255
tt0523237,8.7,281
tt0523238,7.0,292
tt0523239,7.1,229
tt0523240,6.3,205
tt0523241,6.6,239
tt0523242,7.4,392
tt0523243,7.5,273
tt0523244,5.3,199
tt0523245,7.7,296
tt0523246,8.1,261
tt0523247,8.8,332
tt0523248,6.8,346
tt0523249,7.7,300
tt0523250,7.4,274
tt0523251,8.4,270
tt0523252,7.6,248
tt0523253,8.2,263
tt0523254,7.9,252
tt0523255,8.1,261
tt0523256,8.7,275
tt0523257,8.8,253
tt0523258,7.1,252
tt0523259,8.5,286
tt0523260,6.7,221
tt0523261,8.2,392
tt0523262,7.3,263
tt0523263,8.7,332
tt0523264,4.8,199
tt0523265,4.9,197
tt0523266,8.6,262
tt0523267,6.6,210
tt0523268,6.9,237
tt0523269,7.8,241
tt0523270,7.5,257
tt0523271,8.7,273
tt0523272,8.7,318
tt0523273,8.2,267
tt0523274,8.5,281
tt0523275,7.5,300
tt0523276,7.3,258
tt0523277,8.7,283
tt0523278,5.3,201
tt0523279,8.6,323
tt0523280,8.5,370
tt0523281,8.6,270
tt0523282,6.2,203
tt0523283,6.8,345
tt0523720,9.4,557
tt0524029,8.1,229
tt0524030,7.6,218
tt0524031,7.6,228
tt0524032,7.7,218
tt0524033,7.6,235
tt0524034,7.4,346
tt0524035,7.6,224
tt0524036,7.8,225
tt0524037,7.5,262
tt0524038,7.6,217
tt0524332,8.2,104
tt0524333,8.4,138
