"('pid',)","('primaryName',)","('birthYear',)","('deathYear',)"
nm7770599,Rikard Berglund,,
nm7770619,Rajdeep Choudhury,,
nm7770647,Anthony Barnosky,,
nm7770648,Emmanuel Druon,,
nm7770719,Olivia Hillingsø,2002,
nm7770725,Daniel Jose Molina,,
nm7770745,Michaela du Toit,,
nm7770747,Andreas Hedlund,,
nm7770751,Kaede Hondo,,
nm7770775,Maxton Waller,,
nm7770881,Dean Bakopoulos,,
nm7770887,Hjalmar af Klintberg,,
nm7770888,Cleo Ryberg,,
nm7770889,Elma Thomhave,,
nm7770890,Sabina Walldin,,
nm7770951,Patríce Calmettes,,
nm7770979,Kayli Tran,,
nm7770985,Tone Lee,,
nm7771111,Krishnakant Pandey,,
nm7771112,Richa Mukherjee,1996,
nm7771352,Slava Denisov,,
nm7771548,Annette Coester,,
nm7771550,Mehdi Aissaoui,,
nm7771592,Masanori Akita,,
nm7771593,Yuichi Tsuchiya,,
nm7771594,Calypso Cragg,,
nm7771595,Artemus Cragg,,
nm7771661,Dr. Sattar Diwan,,
nm7771854,Maude Green,,
nm7771930,Hugh Grimley,,
nm7771995,Thijs van Domburg,,
nm7772037,Karl Essex,,
nm7772235,Bernard Bailyn,1922,2020
nm7772236,Michael Braddick,1962,
nm7772238,Marge Bruchac,,
nm7772270,Dave Green,,
nm7772271,Andy Holton,,
nm7772301,Tara Sandlin,1980,
nm7772443,Jesse Ridgway,,
nm7772444,Jeffrey Ridgway,,
nm7772445,Jeffrey Ridgway Jr.,,
nm7772446,Theresa Ridgway,,
nm7772447,Zachary Cornatzer,,
nm7772483,Destiny Grant,,
nm7772590,Donald Turner,,
nm7772599,Aida Ahadiany,1978,
nm7772814,Sagar Jahan,,
nm7772817,Sadia Jahan Prova,,
nm7772819,Samiha Hossain Khan,,
nm7772820,Joyraaj,,
nm7772822,Masud Harun,,
nm7772826,Alison Wills,,
nm7772827,Ned Holland,,
nm7772890,Danil Andreev,2000,
nm7772891,Yarik Slyusarchuk,,
nm7772897,Nitesh Rathod,,
nm7772979,Tibian Wyles,,
nm7773046,Tapan Ahmed,,
nm7773215,Mariam Tamer,,
nm7773218,Marcel Dorian,,
nm7773281,Brian Ruddy,,
nm7773290,Steve Freeman,,
nm7773294,Vanessa Gritton,,
nm7773295,Konrad Black,,
nm7773469,Matthias Ohlsson,,
nm7773544,Martin Anderson,,
nm7773559,Upendra Subba,,
nm7773613,Sookyung Ha,,
nm7773664,Sungho Choi,,
nm7773876,Jagoda Kamov,,
nm7773921,Nick Huinker,,
nm7774045,Sunil Babu,,
nm7774286,Shash Hira,,
nm7774517,Jeff Stein,,
nm7774573,Javed Riaz,,
nm7774588,Rebecca Gomez,,
nm7774592,Worship Khanna,,
nm7774595,Steven Carter,,
nm7774639,Kristy K. Boone,,
nm7774647,Ankita Sharma,,
nm7774648,Nisha Nagpal,,
nm7774651,Rachael Noel Fox,,
nm7774719,Amir Latif,,
nm7774720,Cédrick Duquette,,
nm7774729,Eric Tello,,
nm7774737,Isha Ashta,,
nm7774745,Alec Plowman,,
nm7774766,Kate Elizabeth Laxton,,
nm7774799,Pat McGrath,,
nm7774800,Donald Rawlings,,
nm7774801,Michael Storm,,
nm7774836,Sami Paakkarinen,,
nm7774881,Dima Savyan,,
nm7774886,Hans Nieuwenhuijsen,,
nm7774887,Jan Mattson,,
nm7774893,Marie Colomb,,
nm7774931,Machinima Sound,,
nm7774938,Niki Verkaar,,
nm7775007,Karolis Malinauskas,,
nm7775041,Vaidotas Grincevicius,,
nm7775042,Kristijonas Bartosevicius,,
nm7775043,Jonas Navickas,1987,
nm7775044,Deividas Misiulis,1988,
nm7775059,Jingna Wei,,
nm7775102,Leszek Kolodziejski,,
nm7775109,Anya McKenna-Bruce,,
nm7775116,Mariana Camacho,,
nm7775246,Nigel Bannister,,
nm7775247,Mike Cruise,,
nm7775248,Anu Ojha,,
nm7775251,Ian Ferguson,,
nm7775279,Kit Tyler,,
nm7775373,Gô Matsumoto,,
nm7775374,Yoriko Tomita,,
nm7775384,Edilsy Vargas,,
nm7775421,Madeline Tesh,,
nm7775441,Skye Popov,,
nm7775502,Aziz Allaf,,
nm7775644,Emma Webster,,
nm7775702,S Selvakumar,,
nm7775705,Shyam Benjamin,,
nm7775706,Karthik Chidambaram,,
nm7775708,A. Chidambaram Aanazhagan,,
nm7775710,Gaugin Venkatesh,,
nm7775712,Arun Chidambaram,,
nm7775713,Jiya Shankar,,
nm7775715,Michael Gabbitas,,
nm7775717,Youn Ho Cho,,
nm7775766,Topher Cochrane,,
nm7775767,Alex Rust,,
nm7775768,Ross Gerber,,
nm7775769,Jim Ramirez,,
nm7775897,Atakan Yarimdünya,,
nm7775932,Petrina Solange,1990,
nm7775934,Alaya F,,
nm7776169,Emre Erdogdu,1990,
nm7776174,Petr Klein Svoboda,,
nm7776320,Nadia Salem,,
nm7776567,Ojas Rawal,,
nm7776628,Whit Conway,,
nm7776705,Belinda Wilkinson,,
nm7776812,Scott Hermann Ippolito,,
nm7776863,Michael Amoroso,,
nm7776902,Wayne Simmonds,1988,
nm7776965,Jacqi Vene,,
nm7777129,Victor Mirandy,,
nm7777139,Adrian Ciscato,,
nm7777154,Emmanuele Aita,1983,
nm7777186,Massimo De Angelis,,
nm7777191,Kristoffer Kumar,,
nm7777273,Carolina García Rodríguez,,
nm7777274,Charlie Townsend,,
nm7777343,Gordon Young,,
nm7777375,Ray Watts,,
nm7777376,Robert Pleming,1951,2021
nm7777454,Xavier Domènech,1974,
nm7777506,Ziya Cemre Kutluay,1985,
nm7777795,Jules Theret,,
nm7777895,Moises Dayan Schneider,,
nm7778043,Mark Thomas,,
nm7778065,John M. Francis,,
nm7778066,Radek Boschetty,,
nm7778067,Heimo Schulzer,,
nm7778158,Takahisa Taura,,
nm7778244,Ed Bankston,,
nm7778252,Edward Wolstenholme,,
nm7778287,Ofren Arrechaga,,
nm7778288,Frank Adamski,,
nm7778292,Jameson Lindskog,,2011
nm7778343,Jordan Pickford,,
nm7778410,Simon Oliveira,,
nm7778462,Luo Luo,1982,
nm7778519,Christian Lopez,,
nm7778653,Alexandria Williams,,
nm7778699,George Merritt,,
nm7778700,William MacEwen,,
nm7778751,S. Sathyendra,,
nm7778779,Emir Ozden,1996,
nm7778793,Nérimen Hadrami,,
nm7778800,Ruigeng Zhang,,
nm7778973,Wei Wei,,
nm7779129,Nikita Dyuvbanov,,
nm7779242,Mary Glenn,,
nm7779243,Margaret Base,,
nm7779265,Asha Kenyeri Bermudez,,
nm7779339,Byron Bulluss,,
nm7779561,Sheikh Habib,,
nm7779709,Shahnewaz Ripon,,
nm7779776,Bugen Sakaguchi,,
nm7779777,Kaiwan Karem,,
nm7779787,Chloé Hung,,
nm7779931,Angela Fontana,1997,
nm7779932,Marianna Fontana,1997,
nm7779936,Dorothee de Rooy,,
nm7779937,Ben van der Meyden,,
nm7779968,Kevin Lewis,,
nm7780013,Stuart Campbell,,
nm7780140,Daniela Schiller,,
nm7780145,Terence Mickey,,
nm7780175,Ani Ghazaryan,1990,
nm7780272,Ulisses Molusco Oliveira,,
nm7780273,João Paulo Horta,,
nm7780276,Steve Allen,,
nm7780301,Sean Delaney,,
nm7780322,Joelle Fletcher,1990,
nm7780344,Becky Prosser,,
nm7780356,Chandra Rees,1983,
nm7780502,Gyda Velvin Myklebust,,
nm7780509,Wojciech Kosma,,
nm7780544,Taha Mesbah,,
nm7780619,Sergey Komarov,,
nm7780630,Lara Swaim,,
nm7780676,Yaakov Aderet,,
nm7780705,Tony Triano,,
nm7780761,Claudia Maree Mailer,,
nm7780818,Andrew Altieri,,
nm7780828,Dave Quirk,,
nm7780847,Stephanie Meilinger,,
nm7780854,Kenny Bermudez,,
nm7781028,Hannah Camilleri,,
nm7781101,Sang Yong Um,,
nm7781187,Elizabeth Del Rosario,,
nm7781279,Cayenne Chris Conroy,,
nm7781318,Brett Schaberg,,
nm7781354,Vannessa Jackson,,
nm7781423,Mostafa Hashemzehi,,
nm7781534,Jamie Carter,1999,
nm7781593,Bill Lang,,
nm7781660,Daniel Kim,,
nm7781666,JP Meier,,
nm7781667,Scott D Gold,1966,
nm7781730,Graeme Willington,,
nm7781901,Roy Schoeman,,
nm7781922,Mike Omoregbee,,
nm7781951,David Batchelor,,
nm7781957,Dane Bryant Frazier,1996,
nm7781965,Jai Raja,,
nm7781981,Joe Najm,,
nm7782017,Joe Sherman,,
nm7782138,Thierry Pasquet,,
nm7782140,Kagai Muriithi,,
nm7782150,Krissann Barretto,,
nm7782165,Mercedes Coyle,,
nm7782258,Natalie Oliver,,
nm7782280,Vincent Vardnoush,,
nm7782358,Seon-hui Gang,,
nm7782387,Christine Jones,,
nm7782397,Tera Buerkle,,
nm7782465,Justin Andrew Davis,,
nm7782470,Sion Trefor,,
nm7782472,Jorge J. González,,
nm7782540,Akinori Itô,,
nm7782624,Elín Hall,,
nm7782630,Andri Óttarsson,,
nm7782631,Þorleifur Örn Arnarsson,,
nm7782681,Soepha,,
nm7782682,Sonam Gonpo,,
nm7782683,Wangmo Tso,,
nm7782753,Josh Hanlon,,
nm7782778,Kentarô Kumagai,,
nm7782831,Josh Mateos,,
nm7782873,Martin Pepper,,
nm7782909,Christian Clark,,
nm7782949,Roméo Guillard,,
nm7782965,Carlos Ramos,,
nm7782989,Ryan A. Phillips,,
nm7783014,Scott Lazer,,
nm7783017,Amy Correia,,
nm7783167,Olga De Mar,,
nm7783174,Inas Abdallah,,
nm7783178,Abdelhamid Aneis,,
nm7783180,Mona Abdallah,,
nm7783240,Tyler Abron,,
nm7783256,Yulia Mikhalkova-Matyukhina,,
nm7783257,Ilana Yuryeva,,
nm7783272,Gertrude Dickin,,
nm7783523,Lisi Kieling,,
nm7783597,John Brophy,,
nm7783598,Mike Callahan,,
nm7783624,Melissa Kunnap,,
nm7783661,Daniel R. Lawson Jr.,,
nm7783750,Hakan Bozbey,,
nm7783988,Kakeru Ishihama,,
nm7784057,Juan Carlos Sampedro,,
nm7784121,Sonia Gozlan,,
nm7784157,Zach Muhn,,
nm7784162,Nicole Fontaine,,
nm7784255,Eleonore Fourniau,,
nm7784391,Adriano Arbol,,
nm7784452,Elena Ruscombe-King,,
nm7784456,Booth Clive,,
nm7784471,Nadine Nassib Njeim,1984,
nm7784472,Najib Nseir,,
nm7784519,Bilal Shhadat,,
nm7784520,Nadine Jaber,,
nm7784533,Tom Mayhue,,
nm7784541,Adrianna Janowska-Moniuszko,,
nm7784577,Mohammad Hadaki,,
nm7784644,Richard Lee,,
nm7784645,Jaeki Cho,,
nm7784646,David Lee,,
nm7784671,Briana Shann,,
nm7784788,Joel Shapiro,,
nm7785016,Gabriel Feenberg,,
nm7785251,Jenn Henning,,
nm7785294,Ansgar Wörner,1997,
nm7785329,María Evoli,1990,
nm7785361,Gabriela Caballero,,
nm7785373,Morten Ristorp,,
nm7785462,Asli Inandik,1989,
nm7785463,Sahin Aktas,,
nm7785645,Sean T. Ward,,
nm7785771,Robert Doan,,
nm7785774,Vlad Dragulin,,
nm7785804,Akshara Kishor,,
nm7785806,Neha Nair,,
nm7785838,Soichi Shimada,,
nm7785841,Kiri Pritchard-McLean,,
nm7785899,Julian Brittano,,
nm7785962,Shayla McCaffrey,,
nm7786026,Miu Le,1991,
nm7786089,Steve Keim,,
nm7786130,Yusuf Ziya Benli,,
nm7786134,Tata Sidharta,,
nm7786156,Akira Kareno,,
nm7786201,Arthur Stanley Eddington,1882,1944
nm7786255,Franky Gonzalez,,
nm7786352,Jefin Joy,,
nm7786355,Sajith Purushan,,
nm7786552,K.K. Radhamohan,,
nm7786554,Naoki Higashida,,
nm7786583,Murat Niyazi Emre,,
nm7786587,Damla Güçer,,
nm7786669,Shashank Bharadwaj,,
nm7786671,Laksh Lalwani,,
nm7786673,Sanaya Pithawalla,,
nm7786674,Ashwini Koul,,
nm7786681,Scarlett Rose,,
nm7786851,Xunzimo Liu,,
nm7786857,Maxie Allen,,
nm7786908,Delja Avid,,
nm7787073,Lydia Ellery,,
nm7787085,Yuvraj Thakur,1989,
nm7787112,Peter Long,,
nm7787211,Eugen Bräunig,,
nm7787334,Sung-Hyun Shin,,
nm7787483,Marion Morrison,,
nm7787510,Thurston Hill III,,
nm7787680,Walter Abbot,,
nm7787705,Franklin Anson,,
nm7787749,Nirmala,,
nm7787791,Stanislava Zverinova,,
nm7787792,Milena Sukova,,
nm7787804,Connor Noetzel,,
nm7787805,Shane Noetzel,,
nm7787851,Michael Lindblad,,
nm7787948,Adaa Khan,1979,
nm7787949,Dheeraj Dhoopar,,
nm7788022,Hanif Danshe,,
nm7788025,Shakir Ali,,
nm7788056,Lorenzo Bentivoglio,,
nm7788088,Kishore Gopu,,
nm7788119,Abhilash Kumar,,
nm7788222,Yû Okamura,1989,
nm7788239,Kengo Haraoka,,
nm7788268,Lisa Oda,1995,
nm7788269,Ryôta Kobayashi,,
nm7788389,Ubisoft Reflections,,
nm7788390,Ubisoft,,
nm7788394,John Downer,,
nm7788434,Rob Forman,,
nm7788567,Irina Bagrova,,
nm7788568,Dmitriy Sokolov,,
nm7788591,Jacobi Howard,,
nm7788772,Kevin Cheetham,,
nm7788773,Anthony Reed,,
nm7788774,Gavon Laessig,,
nm7788775,Jessica Testa,,
nm7788780,Sasha Stone,,
nm7788842,Miyo Sato,,
nm7788845,Seoro Oh,,
nm7788920,Brigitta Egyed,1981,
nm7788921,Hanna Milovits,,
nm7788922,Lenke Kis,,
nm7788940,Hamid Reza Hafezi,,
nm7788942,Dorian Valentino,,
nm7789178,Elise Ollier Gelbert,,
nm7789365,Aaron Geary,,
nm7789377,Christian McCaffrey,,
nm7789491,Damiano Carrara,,
nm7789588,Salvia Erik,,
nm7789621,Dylan Cragle,,
nm7789676,Iris Wallner,,
nm7789721,Praneeta Patnaik,,
nm7789884,Zune Kwok,,
nm7789889,Ching Wong,,
nm7789899,Omid Azadkhani,,
nm7789914,Ezatolahi Mehrshad,,
nm7789915,Alimardani Amirali,,
nm7789917,Farzad Ansari,,
nm7789918,Reza Rahimi,,
nm7789956,Jess O'Kane,,
nm7790000,Arthur RedCloud,,
nm7790002,Elizabeth Williams,,
nm7790009,Sarai Smith,,
nm7790051,Victor Verbitsky,,
nm7790084,Jana Arnarsdóttir,,
nm7790306,Courtney Riggs,,
nm7790342,Alejandro Toro Canal,,
nm7790362,Laura Deming,,
nm7790465,Gwenyth Todd,,
nm7790569,Eric Stine,,
nm7790574,Casilda Aguilera,,
nm7790621,Vitta Mariana Barrazza,,
nm7790738,Nick Hargrove,1992,
nm7790985,Jon Callaway,1987,
nm7791034,Emily Bonner,,
nm7791119,Masaya Tsunamoto,,
nm7791142,Cooper Elliott,,
nm7791413,Radu Gabriel,,
nm7791537,Andy Walken,,
nm7791544,Mike Prysner,,
nm7791598,Megan Elizabeth Barker,1993,
nm7791660,Dakoda Smith,,
nm7791683,Tyler Henry,,
nm7791755,Mengistu Berhanu,,
nm7791931,Jacki Thrapp,,
nm7791956,Francis Ngannou,,
nm7792022,James Kettle,,
nm7792029,Sneha Namanandi,1993,
nm7792071,Evrim Benli,,
nm7792072,Jessica Dinnage,,
nm7792105,Pascal Krauss,,
nm7792134,Brian Brenberg,,
nm7792149,John Varghese,,
nm7792150,Abhilash S. Nair,,
nm7792152,Ajay David Kachappilly,,
nm7792298,Sivanandam,,
nm7792299,Ganesan,,
nm7792300,Vinothbalan,,
nm7792400,Penny Abney,,
nm7792455,Darius Amarfio Jefferson,,
nm7792502,Yoshiki Terashima,,
nm7792515,Charlotte Van Bervesseles,,
nm7792595,Stephanie Blake,,
nm7792719,Amelia Bennett,,
nm7792791,John Prescott,,
nm7792808,Marc Azoulay,,
nm7792925,Rieka Yazawa,,
nm7793020,Cory Gruter-Andrew,,
nm7793076,Gursimran Khamba,,
nm7793078,Abhishek Upamanyu,,
nm7793079,Madhavendra Singh,,
nm7793080,Siddharth Dudeja,,
nm7793081,Girish Narayandass,,
nm7793082,Devaiah Bopanna,,
nm7793083,Vignesh Raja,,
nm7793122,Glendon Davis,,
nm7793237,William Bains,,
nm7793238,Sheila Doran-Sasselov,,
nm7793254,Austin Kulman,,
nm7793337,Jordan Beck,,
nm7793558,Vishnu Vijay,,
nm7793560,Saroja,,
nm7793566,Ehsanullah Habibi,,
nm7793567,Ismail Aliji,,
nm7793571,Jaro Milko,,
nm7793572,Eric Gut,,
nm7794172,Donovan Barlow,,
nm7794173,Brittany Clark,,
nm7794240,Karin Noguchi,,
nm7794312,Ç. Duygu Bingöl,,
nm7794356,Frank Navarro,,
nm7794357,Dalia Guiterrez,,
nm7794378,Jørgen Færøy Flasnes,,
nm7794408,G. Manikandan,,
nm7794411,Abinesh Elangovan,,
nm7794431,Joshua Brown,,
nm7794436,Kaicheng Xu,1990,
nm7794622,Lili Karamalikis,,
nm7794623,Tess Fowler,,
nm7794668,Lyndon Evans,,
nm7794705,Desmond Hayes,,
nm7794816,Sara Klimoska,1994,
nm7794980,Dhiraj Shetty,,
nm7795030,Aaron Nelson,,
nm7795031,Kate Dow,,
nm7795082,Macey Ellie Eddy,,
nm7795118,Igor Matovic,1973,
nm7795121,Ivan Katrinec,,
nm7795161,Robert Kalinak,1971,
nm7795162,Stefan Harabin,1957,
nm7795216,Korey Kuhl,,
nm7795236,Tatsuya Tokutake,,
nm7795247,Kaedyn Kashmir,,
nm7795261,Otto Zatko,,
nm7795506,Tamta Gabrichidze,,
nm7795570,Ye-Seol Oh,,
nm7795659,Bria Thomas,,
nm7795676,Edwin Borsheim,,
nm7795770,Michelle DellaFave,,
nm7795780,Leigh Adel-Arnold,,
nm7795784,Sadie Kuwano,,
nm7795905,Yushi Suzuki,,2021
nm7795921,Shunichi Kato,,
nm7795969,David Elmasllari,,
nm7796108,Benjamin Blake,,
nm7796337,Judith Rueff,,
nm7796388,Callan Durlik,,
nm7796389,Arav,,
nm7796425,Kôya Nagasawa,,
nm7796480,Caroline Franc,,
nm7796669,Disha Patani,1992,
nm7796728,Hannes Johansson,,
nm7796748,Nicolae Neacsu,,
nm7796749,Napoleon Constantin,,
nm7796795,Ernest Arfan,,
nm7796873,Av Prafullachandra,,
nm7796922,Laura Porta,1990,
nm7796944,Barrett Wilbert Weed,1988,
nm7796967,Ryutaro Maeda,,
nm7796969,Mitsuki Kimijima,1994,
nm7796972,Satoru Okonogi,,
nm7796973,Tetsuro Nakano,,
nm7797018,Ernest Chapman,,
nm7797118,Christophe Mura,,
nm7797199,Robert Hoffman,,
nm7797239,Antony Somers,,
nm7797270,Taylor Mejia,,
nm7797271,Jazzy Mejia,,
nm7797280,Mathira,1992,
nm7797306,Aline Cavalcante,,
nm7797362,Sayed Babu,1984,
nm7797466,Xiaoxi Lou,,
nm7797473,Sandeep Saket,,
nm7797561,Sean Donovan,,
nm7797687,Florian Zwietnig,,
nm7797710,Debbie Knox-Hewson,,
nm7797791,Simon Maroulis,1986,
nm7797808,Parker Thomas,,
nm7797831,Neemaat Abdulnasser,,
nm7797854,Heidi Brandenburg,,
nm7797855,Mathew Orzel,,
nm7797864,Kodie Bedford,,
nm7797899,Madeleine Krikava,,
nm7797901,Cameron Barrett,,
nm7797988,Bill Voorhees,,
nm7798168,Nathalie Bissonnette,,
nm7798191,Roger Gonzalez,,
nm7798240,Oh Yangnam,,
nm7798241,Hyuk Kwon,,
nm7798256,Melanie Stern,,
nm7798324,Lorne Monroe,1988,
nm7798348,Erwin Stein,,
nm7798358,Julia Grudnowska,,
nm7798384,Jock Campbell,,
nm7798390,Praphulla Pandey,,
nm7798393,Kazumasa Fukagawa,,
nm7798419,Morris Berglund-Andreassen,,
nm7798603,Dominique Missika,,
nm7798643,Bernard Minier,,
nm7798662,Simón Wilson,,
nm7798669,Ani Khachikyan,,
nm7798694,Larry Dean Martin,1943,2013
nm7798697,Olivier Muller,,
nm7798700,Marie Vien,,
nm7798807,Vahe Terteryan,,
nm7798909,Sanjay Choudhary,,
nm7798910,Poornima Jayaraman,,
nm7798933,Trevor Stines,,
nm7798954,Tariq Alkazim,,
nm7799030,Stella Gina Lofgren,,
nm7799034,J.A. McClafferty,,
nm7799059,Jaimin Bal,1989,
nm7799067,Ranju Cyclone,,
nm7799154,Michael Lange,,
nm7799165,Isha s Nayak,,
nm7799213,Saskia de Jong,,
nm7799214,Vivek k Rawat,,
nm7799221,Khaled Mansour,,
nm7799321,Alen Huseyin Gursoy,,
nm7799322,Seyda Sozuer,,
nm7799324,Muhammed Ubic,,
nm7799326,Selman Kizilaslan,,
nm7799327,Kazim Ugur Kizilaslan,,
nm7799349,Lu Men Cui,,
nm7799417,Minnie West,1993,
nm7799466,Tim Kelleher,,
nm7799521,Scott Soden,,
nm7799522,J.D. Helmick,,
nm7799622,Julien Capron,,
nm7799674,Erin Burkett,,
nm7799678,Joel Herrera,,
nm7799703,Deniz Erayvaz,,
nm7799705,Adrian Escobar,,
nm7799709,John Flahive,,
nm7799712,Evaldas Azbukauskas,,
nm7799713,Giedre Valeisaite,,
nm7799806,Gina Vecchione,,
nm7799833,Robert Jumper,,
nm7799835,Karina Macias,,
nm7799889,Anne Dowd,,
nm7799929,M.S. Martin,,
nm7800057,Khris Davis,,
nm7800168,Lachlan Abraham,,
nm7800177,Gabrielle Glaser,,
nm7800252,Etienne Dutoy,,
nm7800265,Yuko Maruyama,,
nm7800276,Mikhail Gasanov,,
nm7800277,Petr Novikov,,
nm7800278,Irina Hurgunova,,
nm7800311,Tanim Noor,,
nm7800397,Miguel Herberg,,
nm7800426,Hans Reschreiter,,
nm7800427,Dirk Krausse,1962,
nm7800428,John Cooke,,
nm7800441,Xiaoyu Qin,,
nm7800499,Florent Athenosy,,
nm7800529,Bálint Békés,,
nm7800606,Danielle Arciniegas,,
nm7800635,Nadiya Hussain,1984,
nm7800656,Nicole Runi,,
nm7800658,Sara Santiago,,
nm7800664,Ayelet Gundar-Goshen,,
nm7801273,Rosalind Noonan,,
nm7801291,Emily Newman,,
nm7801292,Kippy Kroh,,
nm7801295,Ronald C. Meyer,,
nm7801302,Federico Tocci,1972,
nm7801385,Cody Morris,,
nm7801387,Carol Bauman,,
nm7801388,Vince Murdock,,
nm7801600,Alex Brewer,,
nm7801689,Shangyou Ma,,
nm7801690,Dianshi Li,,
nm7801702,Robbie Davidson,,
nm7801769,Dawn Hubsher,,
nm7801943,Lucy Pearson,,
nm7802138,Kôichi Yokozuka,,
nm7802139,Hiroshi Yokota,,
nm7802204,Adith Arun,,
nm7802394,Bérénice Bocquillon,,
nm7802457,Luis Sebastián Borges,1994,
nm7802459,Jorel Ortiz,,
nm7802516,Robert Gómez,,
nm7802517,Eduardo Fernández,,
nm7802556,Minoru Ashina,,
nm7802557,Jim Watson,,
nm7802610,Adrian De Armas,,
nm7802708,Landon Bowser,,
nm7802747,Alex Jarmon,,
nm7802914,Ho-Chen Lin,,
nm7802916,Yi-Jie Wu,,
nm7802917,Ai-Ning Yao,1990,
nm7802938,Josh O'Brien,,
nm7802939,Daniel Nimmo,,
nm7802941,Mark Toia,,
nm7802959,Aashish Bhatt,,
nm7802960,Uplaksh Kochhar,,
nm7802961,Mayur More,,
nm7802963,Mukesh Agrohari,,
nm7802974,Rukmini Sutar,,
nm7803099,Barbara Res,,
nm7803109,Aashay Kulkarni,,
nm7803122,Jong-Hoon Chung,,
nm7803213,Fiona Georgiadi,,
nm7803221,Anthony Rhine,,
nm7803234,Ankit Hans,,
nm7803304,Mazel Vyas,,
nm7803379,Shanti Sivaram Maini,,
nm7803447,Imran,,
nm7803537,Callie Gilbert,,
nm7803579,Shengqi Li,,
nm7803632,Tom Gripper,,
nm7803642,Tímea Virga,,
nm7803689,Sebastian O. Carlsson,,
nm7803732,Mauricio Gris,,
nm7803733,George Tyldesley,,
nm7803773,Krzysztof Baginski,,
nm7803774,Michal Huszcza,,
nm7803775,Eva Lebuef,,
nm7803782,Adeeb Safadi,,
nm7803906,Tim Richards,,
nm7803920,Danica Nedeljkovic,,
nm7803975,Mark Ulster,,
nm7804064,Isabella Groff,,
nm7804130,Steven Avery,1962,
nm7804198,Je'Daiah Ballantyne,,
nm7804199,Michelle Ballantyne,,
nm7804258,Amit Gur,,
nm7804457,Fran Carroll,,
nm7804612,Venceslava Sekyrová,,
nm7804616,Jenn Miller,,
nm7804649,Clarissa Molina,,
nm7804669,Cynthia Samuel,,
nm7804691,Asli Melisa Uzun,1995,
nm7804878,Molly Manners,,
nm7804921,Faith Graham,,
nm7804985,Anneli Eriksson Sundberg,,
nm7805133,Lewis Berale,,
nm7805144,Bettina Grahs,,
nm7805148,Georgina Bevan,,
nm7805161,Symone Sanders,,
nm7805169,Nicholas Crovetti,,
nm7805179,J. Nicholas Meese,1995,
nm7805180,Jan Simonds,,
nm7805181,B. Mast,,
nm7805182,Clara Ulken,,
nm7805183,Emma Shoemaker,,
nm7805184,Alexandra Dennis,,
nm7805185,Marcus Dembinski,1995,
nm7805211,Michael Tacconi,,
nm7805213,Chun-Wah Lee,,
nm7805317,Shiv Mohaa,,
nm7805365,Tommy McLaughlin,,
nm7805667,Hyun Gyu Lim,,
nm7805689,Kirti Adarkar,,
nm7805699,Chris Hardy,,
nm7805709,Shaneel Sinha,,
nm7805769,Hadj Abderrahmane,,
nm7805784,Ruslan Gabidullin,,
nm7805787,Patricia Berkhof,,
nm7805854,Elise Ayrault,,
nm7805880,Nugzar Molashvili,,
nm7805881,Revaz Nasidze,,
nm7805882,Mari Bekauri,,
nm7805883,Saba Lekveishvili,,
nm7805894,Siyah Kalem,,
nm7805902,Toufiq Emon,,
nm7805903,Yvan David,,
nm7805910,Isabelle Rayner,,
nm7805923,Cole LaBrant,,
nm7805972,Anthony Wilson,,
nm7806028,Sesha Sindhu Rao,,
nm7806066,John Dickson,,
nm7806101,Marina Palii,,
nm7806235,Karthik Sharma,,
nm7806240,Recai Akçaoglu,,
nm7806283,Melva Green,,
nm7806333,Bryan Nelson,,
nm7806386,Davide Cogni,,
nm7806431,Jessica Mitchell,,
nm7806432,Lizzy Mohl,,
nm7806541,Nikolay Gurmanov,,
nm7806595,Jamie Ragusa,,
nm7806607,Richard Collins,,
nm7806626,Ji-Hyun Kim,,
nm7806706,Will Epstein,,
nm7806730,Tae-eun Kim,,
nm7806731,Min-Seok Jung,,
nm7806732,Min-Seok Kim,,
nm7806776,Ralph Martin,,
nm7806798,Mimi Hess,,
nm7807012,Anastasiya Mishustina,1991,
nm7807013,Aleks Komarovskii,,
nm7807022,Ravi Arasu,,
nm7807064,Amy Dunn,,
nm7807131,Rob Boras,,
nm7807188,Baris Çelikkol,,
nm7807282,Veronica Reed,,
nm7807303,Luke Flight,,
nm7807331,Natalie Sandy,,
nm7807336,Richard Tanner,,
nm7807383,Chandni,,
nm7807388,Chika Ishikawa,,
nm7807389,Emily Nelson,,
nm7807412,Aashish Raj Bidkikar,,
nm7807469,Pon Parthiban,,
nm7807470,Ramjee Narasiman,,
nm7807471,Steeve Vatz,,
nm7807500,Sriram Adittya,,
nm7807502,Shashidhar Reddy,,
nm7807568,Haoran Liu,1997,
nm7807591,Sly Clayton,,
nm7807596,Bruce Carter,,
nm7807622,Mujtaba Aziz Naza,,
nm7807667,Snehalata Vasaikar,,
nm7807672,Rudra Soni,,
nm7807693,Kazi Aziz Ahmed,,2018
nm7807696,Jamila Awad,1991,
nm7807766,Stuti Dixit,,
nm7807821,Svetlana Zhiltsova,1936,
nm7807898,Ümit Gürer,,
nm7807899,Emel Tektas,,
nm7807900,Merve Atilmis,,
nm7807902,Özge Efendioglu,,
nm7807904,Kürsat Atlioglu,,
nm7807981,Greg Beluschak,,
nm7807996,Sang-Hyuk Han,1995,
nm7808003,BTS,,
nm7808089,Yash Rohan,,
nm7808090,Pori Moni,,
nm7808196,Eike Christian Hirsch,,
